"","gene","subclass_label","class_label","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"1","RNF219-AS1","Astrocyte","Non-neuronal",1.35224201106482e-154,9.18247932296786,1,0.362,6.79920805583504e-150
"2","BMPR1B","Astrocyte","Non-neuronal",2.49113603890937e-112,6.15882873099837,1,0.53,1.25256811172402e-107
"3","ADGRV1","Astrocyte","Non-neuronal",1.51131922324853e-99,7.15905490896903,1,0.699,7.59906418641592e-95
"4","ACSBG1","Astrocyte","Non-neuronal",3.24653205794738e-92,6.86710691197129,0.96,0.23,1.63238878405652e-87
"5","EYA2","Astrocyte","Non-neuronal",1.41236349666703e-89,5.48508643855705,0.98,0.489,7.10150489759151e-85
"6","LINC00499","Astrocyte","Non-neuronal",2.6294953873788e-87,9.05845865356138,0.88,0.167,1.32213657572793e-82
"7","SLC39A12","Astrocyte","Non-neuronal",1.04824695561612e-74,7.25019908427484,0.76,0.176,5.27069051753339e-70
"8","STON2","Astrocyte","Non-neuronal",4.17776592105455e-69,5.85572664575617,0.94,0.235,2.10062248276544e-64
"9","FGFR3","Astrocyte","Non-neuronal",7.26227732177977e-68,6.69590877859926,0.98,0.05,3.65154566016409e-63
"10","SLC25A18","Astrocyte","Non-neuronal",1.95118335388991e-67,6.37701021973071,0.96,0.125,9.81074502169386e-63
"11","GLI3","Astrocyte","Non-neuronal",2.52078732031769e-67,4.93684559296463,0.96,0.317,1.26747707252894e-62
"12","RGS20","Astrocyte","Non-neuronal",9.2844243569783e-65,6.39426786368152,0.9,0.327,4.66830141093226e-60
"13","LOC105376917","Astrocyte","Non-neuronal",3.15705861787975e-64,8.04466372058562,0.78,0.151,1.58740064365612e-59
"14","PAPLN","Astrocyte","Non-neuronal",7.70073981972489e-63,6.52984733892107,0.98,0.09,3.87200898875587e-58
"15","PRDM16","Astrocyte","Non-neuronal",9.1213281076499e-62,6.10130490443138,0.92,0.113,4.58629498580744e-57
"16","RANBP3L","Astrocyte","Non-neuronal",3.8948747730299e-61,5.43222999362447,0.98,0.153,1.95838198462716e-56
"17","ETNPPL","Astrocyte","Non-neuronal",1.66384102454641e-60,7.79482297677946,0.88,0.059,8.36595905552178e-56
"18","LAMA1","Astrocyte","Non-neuronal",2.52765179153187e-60,6.01175444843876,0.76,0.402,1.27092859730014e-55
"19","PRODH","Astrocyte","Non-neuronal",2.43128722420779e-59,5.65480707789963,0.98,0.123,1.22247552920392e-54
"20","NHSL1","Astrocyte","Non-neuronal",2.98024709471485e-56,3.93807311441984,1,0.496,1.49849804169357e-51
"21","LOC101927437","Astrocyte","Non-neuronal",4.48744509963732e-55,4.27122242145444,0.94,0.196,2.25633227054864e-50
"22","SLC1A2","Astrocyte","Non-neuronal",6.2604801910775e-55,5.53277446548884,1,0.656,3.14783204487568e-50
"23","MMD2","Astrocyte","Non-neuronal",1.26375379897667e-54,4.75886227519133,1,0.56,6.35428047663459e-50
"24","PAMR1","Astrocyte","Non-neuronal",6.09421257288102e-53,6.17051575942462,0.92,0.141,3.0642310237703e-48
"25","ATP13A4","Astrocyte","Non-neuronal",1.17614790503968e-52,4.9304791888889,1,0.319,5.91378928132999e-48
"26","SLCO1C1","Astrocyte","Non-neuronal",1.27147073994336e-52,5.5572472539879,0.92,0.103,6.39308202750919e-48
"27","HIF3A","Astrocyte","Non-neuronal",2.83058301266314e-52,4.59425675919168,0.96,0.325,1.42324544459715e-47
"28","GPC5","Astrocyte","Non-neuronal",1.92733729125623e-50,4.0693014139162,1,0.803,9.69084463416546e-46
"29","GLIS3","Astrocyte","Non-neuronal",6.94846791924126e-50,4.25097464568236,1,0.433,3.4937591544737e-45
"30","GRIN2C","Astrocyte","Non-neuronal",2.99783069833277e-49,6.53411039031186,0.82,0.052,1.5073392534287e-44
"31","SLC4A4","Astrocyte","Non-neuronal",1.44630655779363e-48,4.80369861360826,1,0.537,7.27217400324213e-44
"32","LINC00982","Astrocyte","Non-neuronal",2.64327150259097e-48,7.76015377590833,0.72,0.007,1.32906334421777e-43
"33","COL5A3","Astrocyte","Non-neuronal",1.20800851984791e-47,4.88676130240461,0.98,0.316,6.07398763864727e-43
"34","ACOT11","Astrocyte","Non-neuronal",4.07026996453765e-45,4.81590238565599,0.98,0.348,2.04657244086918e-40
"35","F3","Astrocyte","Non-neuronal",5.12733426142016e-45,5.30026134535355,0.82,0.036,2.57807493998467e-40
"36","ARHGEF26","Astrocyte","Non-neuronal",7.22683316463898e-45,5.02213191706212,0.9,0.266,3.63372398351213e-40
"37","ZNRF3","Astrocyte","Non-neuronal",1.58016713397506e-44,4.04865741210999,1,0.808,7.94523836634e-40
"38","SLC14A1","Astrocyte","Non-neuronal",2.29094590008138e-44,6.48569513934648,0.74,0.023,1.15191050801992e-39
"39","NDRG2","Astrocyte","Non-neuronal",7.99811749994977e-44,4.5971199687199,0.94,0.202,4.02153346014974e-39
"40","MT3","Astrocyte","Non-neuronal",1.23117216244663e-43,3.92634431864415,0.94,0.526,6.19045674999788e-39
"41","F11-AS1","Astrocyte","Non-neuronal",2.17234720406744e-43,5.20044325851915,0.8,0.208,1.09227789767715e-38
"42","GJA1","Astrocyte","Non-neuronal",2.58400403334743e-43,6.85408024212425,0.72,0.089,1.29926306800742e-38
"43","PSD2","Astrocyte","Non-neuronal",3.84598827992561e-43,4.41815516578478,0.96,0.438,1.9338013670294e-38
"44","NWD1","Astrocyte","Non-neuronal",8.30503272805153e-43,5.318834460637,0.8,0.451,4.17585350599159e-38
"45","PARD3B","Astrocyte","Non-neuronal",1.41855052659843e-42,3.03273179622665,1,0.757,7.13261390278958e-38
"46","ARHGAP24","Astrocyte","Non-neuronal",2.12625813879723e-41,3.03948481946115,0.98,0.766,1.06910385476863e-36
"47","SLC1A3","Astrocyte","Non-neuronal",4.35815200097387e-41,3.75922758290874,1,0.275,2.19132240760967e-36
"48","AQP4","Astrocyte","Non-neuronal",1.15733906729058e-40,7.07918080961338,0.78,0.104,5.81921656424376e-36
"49","ACSS1","Astrocyte","Non-neuronal",2.16903458820166e-40,5.08952315941418,0.84,0.119,1.09061228129368e-35
"50","NCAN","Astrocyte","Non-neuronal",2.65898090206167e-40,4.39664463184719,0.92,0.466,1.33696218736563e-35
"51","AMZ2","Astrocyte","Non-neuronal",3.25513198755091e-40,4.15556772552396,1,0.601,1.63671291466047e-35
"52","NBPF26","Astrocyte","Non-neuronal",3.36933995281974e-40,3.94375209179162,0.86,0.263,1.69413782167729e-35
"53","EZR","Astrocyte","Non-neuronal",1.03427164039757e-39,4.64632239643488,0.78,0.102,5.200421235083e-35
"54","PLIN5","Astrocyte","Non-neuronal",1.18241830467581e-39,6.12130017808379,0.58,0.179,5.94531747774044e-35
"55","KCNN3","Astrocyte","Non-neuronal",1.44705777691008e-39,4.89100906280688,0.92,0.321,7.27595120808158e-35
"56","LOC645321","Astrocyte","Non-neuronal",1.45419051741985e-38,5.56901758636766,0.68,0.015,7.31181534063877e-34
"57","SFXN5","Astrocyte","Non-neuronal",3.86393558852755e-38,3.90509055743794,1,0.663,1.94282545326754e-33
"58","ID4","Astrocyte","Non-neuronal",5.68811537339798e-38,6.41091943250546,0.76,0.043,2.86004129089824e-33
"59","LOC101929608","Astrocyte","Non-neuronal",7.22472642015136e-38,7.34482205525815,0.62,0.121,3.6326646913163e-33
"60","C1orf61","Astrocyte","Non-neuronal",1.44467610276184e-37,3.73378535352996,1,0.69,7.26397591229682e-33
"61","PHF21B","Astrocyte","Non-neuronal",1.58556554731136e-37,4.55648615099869,0.88,0.325,7.97238212843626e-33
"62","PHYHD1","Astrocyte","Non-neuronal",2.75844042507603e-37,5.26877058740568,0.72,0.174,1.38697143013248e-32
"63","ACACB","Astrocyte","Non-neuronal",5.26897399932645e-37,3.31304916550812,0.92,0.434,2.64929281660133e-32
"64","TTYH1","Astrocyte","Non-neuronal",3.02128941008345e-36,4.29820953381954,0.94,0.413,1.51913452828406e-31
"65","PPAP2B","Astrocyte","Non-neuronal",3.05061793771e-36,3.94340731529035,0.94,0.215,1.53388120525997e-31
"66","EMX2","Astrocyte","Non-neuronal",3.37807134705651e-36,4.63808140188653,0.7,0.025,1.69852805401349e-31
"67","LOC101926964","Astrocyte","Non-neuronal",5.32963642926159e-36,4.46138789762253,0.76,0.292,2.67979449299702e-31
"68","MRVI1","Astrocyte","Non-neuronal",6.43113405798537e-36,4.48370839259229,0.86,0.198,3.23363851569562e-31
"69","EMX2OS","Astrocyte","Non-neuronal",8.05718229686183e-36,4.68287794953416,0.74,0.075,4.0512318306851e-31
"70","NKAIN3","Astrocyte","Non-neuronal",1.49746879227155e-35,3.78954610506187,1,0.719,7.52942283442059e-31
"71","OAF","Astrocyte","Non-neuronal",1.54078800611495e-35,4.84510490607644,0.78,0.065,7.7472361735466e-31
"72","LOC105376387","Astrocyte","Non-neuronal",3.52746114051943e-35,4.13081425996543,0.86,0.361,1.77364273606458e-30
"73","ALDH1L1","Astrocyte","Non-neuronal",4.79716371625697e-35,4.95083364776889,0.76,0.09,2.41206188817117e-30
"74","TCF7L2","Astrocyte","Non-neuronal",6.07824493006852e-35,3.36024255250721,0.98,0.573,3.05620233328775e-30
"75","MSI2","Astrocyte","Non-neuronal",8.26315648787442e-35,3.42693562959603,1,0.874,4.15479771366814e-30
"76","CLDN10","Astrocyte","Non-neuronal",9.00828440599422e-35,4.8638102448882,0.7,0.291,4.52945548217796e-30
"77","GFAP","Astrocyte","Non-neuronal",1.37936244637211e-34,7.30411644172888,0.68,0.058,6.93557231660359e-30
"78","SLC7A11","Astrocyte","Non-neuronal",1.62009404254465e-34,3.23001867315202,0.9,0.185,8.14599485531877e-30
"79","EDNRB","Astrocyte","Non-neuronal",2.25165134286542e-34,5.86176975640319,0.62,0.163,1.13215281170616e-29
"80","GLUL","Astrocyte","Non-neuronal",3.87959653581205e-34,3.86405007779832,0.96,0.321,1.95069993417166e-29
"81","FAM189A2","Astrocyte","Non-neuronal",4.0297543957477e-34,5.16447322550056,0.78,0.121,2.0262008077259e-29
"82","HPSE2","Astrocyte","Non-neuronal",2.41336850893209e-33,4.46028299738305,0.9,0.789,1.21346581997614e-28
"83","CST3","Astrocyte","Non-neuronal",8.79654739930639e-33,3.17228591519907,0.98,0.311,4.42299199784525e-28
"84","ARHGEF26-AS1","Astrocyte","Non-neuronal",1.11401184792862e-32,4.32680979847566,0.9,0.197,5.60136297256989e-28
"85","FGFR2","Astrocyte","Non-neuronal",2.05667830154878e-32,2.87774084585606,0.96,0.34,1.03411841680174e-27
"86","PYGM","Astrocyte","Non-neuronal",3.05969485927718e-32,4.42848160668682,0.66,0.051,1.53844517219316e-27
"87","PREX2","Astrocyte","Non-neuronal",8.44463143891757e-32,3.22815294749158,1,0.374,4.24604513380214e-27
"88","KANK1","Astrocyte","Non-neuronal",9.85444506497126e-32,2.53090240894065,1,0.664,4.9549135231182e-27
"89","SPON1","Astrocyte","Non-neuronal",1.0440641241485e-31,3.78829831830953,0.94,0.592,5.24965882263108e-27
"90","MYO10","Astrocyte","Non-neuronal",2.19742840826915e-31,2.89290477569357,0.98,0.848,1.10488897796181e-26
"91","SDC4","Astrocyte","Non-neuronal",2.29014848275127e-31,5.87855773932064,0.58,0.042,1.15150955861216e-26
"92","LRIG1","Astrocyte","Non-neuronal",4.66833388212932e-31,3.27935787090458,0.92,0.262,2.34728495927344e-26
"93","EFEMP1","Astrocyte","Non-neuronal",8.56945945586513e-31,5.85610352443673,0.7,0.055,4.30880990900354e-26
"94","LOC105376244","Astrocyte","Non-neuronal",9.4690476110337e-31,4.53250086639229,0.66,0.064,4.76113182930386e-26
"95","RORB","Astrocyte","Non-neuronal",1.94726369295848e-30,3.0622492185613,0.9,0.285,9.79103657456453e-26
"96","LOC102724687","Astrocyte","Non-neuronal",2.26094770526192e-30,4.48366447277975,0.76,0.361,1.13682711568274e-25
"97","SOX2","Astrocyte","Non-neuronal",2.46448251296127e-30,4.10293561001337,0.88,0.2,1.23916645234205e-25
"98","EYA1","Astrocyte","Non-neuronal",3.69980640656481e-30,4.12014403927261,0.74,0.349,1.86029965928485e-25
"99","ZFHX4","Astrocyte","Non-neuronal",4.44729197911881e-30,3.343466598201,0.9,0.234,2.23614288002073e-25
"100","GLUD1","Astrocyte","Non-neuronal",7.2522767448495e-30,3.55719299294276,0.98,0.526,3.64651727007778e-25
"101","MT2A","Astrocyte","Non-neuronal",7.74564135878261e-30,3.39565011757666,0.84,0.142,3.89458593160948e-25
"102","RYR3","Astrocyte","Non-neuronal",8.77215680005568e-30,3.33411733308361,1,0.714,4.410728160636e-25
"103","EPHB1","Astrocyte","Non-neuronal",8.88409414397268e-30,3.54593024744918,1,0.62,4.4670113765309e-25
"104","LRP4","Astrocyte","Non-neuronal",9.14966169792696e-30,3.26441674905392,0.84,0.202,4.60054139833465e-25
"105","RFX2","Astrocyte","Non-neuronal",1.02282477816836e-29,5.00430978577917,0.78,0.267,5.14286526710834e-25
"106","PON2","Astrocyte","Non-neuronal",1.41371598554847e-29,3.14386240702102,0.92,0.184,7.10830534693626e-25
"107","PITPNC1","Astrocyte","Non-neuronal",1.60369966025544e-29,3.21824344110679,1,0.878,8.06356226173039e-25
"108","LOC101930275","Astrocyte","Non-neuronal",1.83509456701139e-29,4.66912132911649,0.7,0.065,9.22703899238995e-25
"109","MERTK","Astrocyte","Non-neuronal",2.25880367731472e-29,3.2099554835857,0.86,0.412,1.13574907699061e-24
"110","ZNF423","Astrocyte","Non-neuronal",8.92364862415662e-29,3.3873185837642,0.94,0.435,4.48689976471219e-24
"111","NBPF10","Astrocyte","Non-neuronal",1.02999814462397e-28,3.45157624651621,0.84,0.174,5.17893367098381e-24
"112","FLJ46906","Astrocyte","Non-neuronal",1.14017034601661e-28,4.43399274730756,0.56,0.017,5.73289051680609e-24
"113","LGI4","Astrocyte","Non-neuronal",1.22063904674821e-28,3.95130392801258,0.9,0.359,6.13749519095466e-24
"114","MICALL2","Astrocyte","Non-neuronal",1.35862319596821e-28,3.66829245002148,0.84,0.305,6.83129329164774e-24
"115","AGT","Astrocyte","Non-neuronal",4.98021615841548e-28,4.52288845702637,0.58,0.026,2.50410248661289e-23
"116","ACSS3","Astrocyte","Non-neuronal",5.25705717100507e-28,3.73295919718821,0.8,0.241,2.64330091615306e-23
"117","MLC1","Astrocyte","Non-neuronal",5.52134838009239e-28,4.5529322513217,0.66,0.077,2.77618917899425e-23
"118","LOC101927335","Astrocyte","Non-neuronal",1.54453332134997e-27,3.5105069858761,0.94,0.629,7.76606799307978e-23
"119","LINC00299","Astrocyte","Non-neuronal",1.6302957810262e-27,3.02671413517471,0.98,0.471,8.19729021657784e-23
"120","TLR4","Astrocyte","Non-neuronal",2.93833255548333e-27,3.0271269087891,0.7,0.058,1.47742299222257e-22
"121","SCARA3","Astrocyte","Non-neuronal",5.371473769034e-27,3.93109728378908,0.96,0.466,2.70083072580799e-22
"122","PLEKHA7","Astrocyte","Non-neuronal",6.41132770285881e-27,3.91665752039405,0.84,0.425,3.22367968227444e-22
"123","RFX4","Astrocyte","Non-neuronal",8.11138580630752e-27,5.94911501433616,0.52,0.051,4.07848589726948e-22
"124","SH3PXD2B","Astrocyte","Non-neuronal",8.86066970068559e-27,3.35142205474008,0.86,0.337,4.45523333220172e-22
"125","CACHD1","Astrocyte","Non-neuronal",1.00631679072354e-26,3.1972709687773,0.94,0.437,5.05986145543701e-22
"126","ITGB4","Astrocyte","Non-neuronal",3.01641914824336e-26,4.95761478220292,0.48,0.142,1.51668571192824e-21
"127","APOE","Astrocyte","Non-neuronal",3.47850808251823e-26,3.41082282117871,0.74,0.117,1.74902864897099e-21
"128","AIFM3","Astrocyte","Non-neuronal",4.27415968456088e-26,4.57544312594456,0.7,0.219,2.14909023099406e-21
"129","GRAMD3","Astrocyte","Non-neuronal",5.72065555012056e-26,3.36292223732467,0.86,0.272,2.87640281715612e-21
"130","SHROOM3","Astrocyte","Non-neuronal",6.66828626896241e-26,4.3055443638848,0.88,0.51,3.35288101889699e-21
"131","AHCYL2","Astrocyte","Non-neuronal",6.9974078263505e-26,2.92453986236577,0.98,0.801,3.5183666291673e-21
"132","CDH20","Astrocyte","Non-neuronal",8.51251171592927e-26,2.86460691312486,1,0.565,4.2801760158864e-21
"133","RAPGEF3","Astrocyte","Non-neuronal",9.32427304745685e-26,3.38906208240835,0.78,0.128,4.68833773099178e-21
"134","STOX1","Astrocyte","Non-neuronal",1.29583427533333e-25,3.82092893046176,0.82,0.434,6.51558431980351e-21
"135","IL33","Astrocyte","Non-neuronal",1.41341203921663e-25,5.99426114214385,0.5,0.052,7.10677707438513e-21
"136","NBPF19","Astrocyte","Non-neuronal",2.26497129491233e-25,3.78655465751,0.88,0.286,1.13885021679487e-20
"137","MEGF10","Astrocyte","Non-neuronal",2.53926272945543e-25,3.33534329616413,0.78,0.253,1.27676669299748e-20
"138","GJB6","Astrocyte","Non-neuronal",2.73203536455925e-25,6.54119740560887,0.36,0.033,1.37369470165404e-20
"139","MT1F","Astrocyte","Non-neuronal",3.5911258328713e-25,4.71478952482895,0.56,0.045,1.80565398002602e-20
"140","PLXNB1","Astrocyte","Non-neuronal",3.76485684001751e-25,3.79073464672471,0.8,0.16,1.8930076677292e-20
"141","KLF15","Astrocyte","Non-neuronal",5.50779542017022e-25,3.99904510371622,0.66,0.06,2.76937461521579e-20
"142","LOC105379364","Astrocyte","Non-neuronal",6.76385566941482e-25,4.45128601776772,0.6,0.522,3.40093426913846e-20
"143","HEPH","Astrocyte","Non-neuronal",9.57185094838441e-25,3.64698524330527,0.68,0.34,4.81282237535717e-20
"144","ATP1B2","Astrocyte","Non-neuronal",1.22663436940033e-24,3.2500397925416,0.94,0.441,6.16764027278182e-20
"145","FAM107A","Astrocyte","Non-neuronal",1.47926541335909e-24,3.81561863098803,0.72,0.192,7.43789442491084e-20
"146","ARHGEF4","Astrocyte","Non-neuronal",1.75041605953615e-24,3.21631516510755,0.98,0.791,8.80126698895373e-20
"147","TPD52L1","Astrocyte","Non-neuronal",2.42340604517213e-24,4.10430051296158,0.8,0.233,1.218512793573e-19
"148","NBPF14","Astrocyte","Non-neuronal",3.63929499906012e-24,3.73712531953029,0.66,0.168,1.82987391847742e-19
"149","PPP1R3C","Astrocyte","Non-neuronal",6.19032732364992e-24,6.53539814070846,0.64,0.068,3.11255848160442e-19
"150","SPATC1","Astrocyte","Non-neuronal",6.80761101400327e-24,4.40701487317565,0.6,0.187,3.42293489395099e-19
"151","FXYD1","Astrocyte","Non-neuronal",8.29978989366805e-24,3.34883227371734,0.82,0.254,4.17321735643523e-19
"152","TSC22D4","Astrocyte","Non-neuronal",9.33381003539924e-24,2.70303606368586,0.78,0.149,4.69313302389909e-19
"153","SNTA1","Astrocyte","Non-neuronal",1.14353931274004e-23,2.98466689756805,0.84,0.447,5.7498300183882e-19
"154","SORCS2","Astrocyte","Non-neuronal",1.27212869095302e-23,2.88167341453744,0.98,0.474,6.39639027098087e-19
"155","GNA14","Astrocyte","Non-neuronal",2.79799216817736e-23,3.78606389668257,0.78,0.299,1.40685844208126e-18
"156","ADGRA3","Astrocyte","Non-neuronal",3.05104238660766e-23,3.65697137365562,0.86,0.32,1.5340946224102e-18
"157","FNBP1","Astrocyte","Non-neuronal",5.06521122517461e-23,2.51730638289582,1,0.899,2.54683885613004e-18
"158","HECTD2-AS1","Astrocyte","Non-neuronal",6.7159847097124e-23,4.7461313044349,0.64,0.353,3.37686427189049e-18
"159","LCNL1","Astrocyte","Non-neuronal",9.3927679942549e-23,4.174025490904,0.58,0.056,4.72277767519131e-18
"160","MROH7-TTC4","Astrocyte","Non-neuronal",1.17207596144561e-22,4.38918733370338,0.6,0.123,5.8933151417447e-18
"161","TPCN1","Astrocyte","Non-neuronal",1.43402656344109e-22,2.7981521761918,0.94,0.523,7.21042896363812e-18
"162","ITPKB","Astrocyte","Non-neuronal",1.46825116723923e-22,2.55858364474047,0.82,0.23,7.38251369399556e-18
"163","TMEM220-AS1","Astrocyte","Non-neuronal",1.57399707654811e-22,5.02202870330572,0.54,0.176,7.91421470059156e-18
"164","NFATC4","Astrocyte","Non-neuronal",1.61103712303084e-22,4.52051501841794,0.48,0.019,8.10045575831136e-18
"165","MTSS1L","Astrocyte","Non-neuronal",1.75495352888583e-22,2.88824818217021,0.94,0.434,8.82408183859084e-18
"166","LRRC16A","Astrocyte","Non-neuronal",2.16653762856807e-22,2.98853875506727,0.98,0.694,1.08935678502031e-17
"167","MFGE8","Astrocyte","Non-neuronal",2.889731195004e-22,3.23801586410905,0.68,0.089,1.45298574215996e-17
"168","MGST1","Astrocyte","Non-neuronal",3.11714072195776e-22,5.0162118257567,0.72,0.135,1.56732952640758e-17
"169","S100B","Astrocyte","Non-neuronal",3.19067982947056e-22,3.34938421683371,0.78,0.145,1.60430572505609e-17
"170","LINC00673","Astrocyte","Non-neuronal",3.50590069331456e-22,2.61704057166281,0.94,0.552,1.76280192760549e-17
"171","CRB1","Astrocyte","Non-neuronal",3.64283691744739e-22,2.78612543689031,0.98,0.69,1.83165483046172e-17
"172","TESK2","Astrocyte","Non-neuronal",4.03982546086822e-22,2.90839800703736,0.84,0.571,2.03126463997915e-17
"173","ADGRG1","Astrocyte","Non-neuronal",8.30861877107295e-22,2.97648618901157,0.8,0.199,4.17765660428319e-17
"174","PLA2G5","Astrocyte","Non-neuronal",1.18358715800482e-21,5.03817223925274,0.42,0.093,5.95119458916402e-17
"175","RNF43","Astrocyte","Non-neuronal",1.36086391492324e-21,5.55824334985376,0.54,0.121,6.84255985062552e-17
"176","KCNJ10","Astrocyte","Non-neuronal",1.44883372743467e-21,3.16063232165046,0.64,0.079,7.28488086491426e-17
"177","PBXIP1","Astrocyte","Non-neuronal",1.72618120480493e-21,4.07809560299883,0.58,0.06,8.67941171587969e-17
"178","CD38","Astrocyte","Non-neuronal",1.79715236123641e-21,4.41749216208713,0.44,0.269,9.03626178753281e-17
"179","HEPACAM","Astrocyte","Non-neuronal",1.96674573748732e-21,2.9421041249442,0.66,0.094,9.88899424266001e-17
"180","DIO2","Astrocyte","Non-neuronal",2.09174812763649e-21,4.24301773410154,0.44,0.02,1.05175187605691e-16
"181","ITGA7","Astrocyte","Non-neuronal",2.8740967213135e-21,3.27129560121805,0.82,0.298,1.44512457244364e-16
"182","NKAIN4","Astrocyte","Non-neuronal",4.17550836173136e-21,4.48432259045921,0.52,0.034,2.09948735936215e-16
"183","DTNA","Astrocyte","Non-neuronal",1.16770805757565e-20,2.65041259823802,1,0.859,5.87135288429613e-16
"184","SOX9","Astrocyte","Non-neuronal",1.4797142040925e-20,4.39817671618696,0.56,0.065,7.44015098959751e-16
"185","LCN12","Astrocyte","Non-neuronal",1.79888545393575e-20,4.00489847509509,0.46,0.044,9.04497595093435e-16
"186","SLC9A3R1","Astrocyte","Non-neuronal",2.53442025226515e-20,4.06476492842386,0.48,0.07,1.27433184704144e-15
"187","CDC42EP4","Astrocyte","Non-neuronal",4.16396279465565e-20,3.76616653423331,0.62,0.19,2.09368213278081e-15
"188","GLI2","Astrocyte","Non-neuronal",7.51840671828763e-20,3.27407881459743,0.58,0.214,3.7803300820222e-15
"189","ANKDD1A","Astrocyte","Non-neuronal",1.11611987874343e-19,2.68455662708742,1,0.701,5.61196236230983e-15
"190","WWC1","Astrocyte","Non-neuronal",1.11798114049749e-19,3.24100467731312,0.94,0.62,5.62132097253543e-15
"191","ZHX3","Astrocyte","Non-neuronal",1.20038377335761e-19,2.64435046740044,1,0.832,6.03564965081939e-15
"192","RLBP1","Astrocyte","Non-neuronal",1.22520924883678e-19,4.59173247687573,0.38,0.032,6.16047462407624e-15
"193","PLXNB3","Astrocyte","Non-neuronal",1.37659010721303e-19,3.88138733085558,0.56,0.057,6.92163271807785e-15
"194","FIRRE","Astrocyte","Non-neuronal",1.50843285416905e-19,3.90223082688719,0.64,0.246,7.58455123404739e-15
"195","PLSCR4","Astrocyte","Non-neuronal",2.05616156472255e-19,2.85697540843291,0.68,0.121,1.03385859635815e-14
"196","DAAM2","Astrocyte","Non-neuronal",3.20605446020284e-19,2.51249745263518,0.72,0.196,1.61203624313459e-14
"197","TMC1","Astrocyte","Non-neuronal",3.87560628390783e-19,4.41367360946197,0.66,0.413,1.94869359561169e-14
"198","YAP1","Astrocyte","Non-neuronal",4.16748197148411e-19,2.71807725464696,0.72,0.274,2.09545161008193e-14
"199","TNIK","Astrocyte","Non-neuronal",4.21380442068463e-19,2.61785143952646,1,0.822,2.11874300076444e-14
"200","PSAT1","Astrocyte","Non-neuronal",4.26251713061178e-19,3.80589827174758,0.66,0.241,2.14323623844291e-14
"201","CTNNA2","Astrocyte","Non-neuronal",8.17876367195043e-19,2.77499491752294,1,0.929,4.11236416189339e-14
"202","STK33","Astrocyte","Non-neuronal",9.47980331357667e-19,2.90832756222188,0.78,0.451,4.76653990409948e-14
"203","SLC7A10","Astrocyte","Non-neuronal",1.07473944206619e-18,4.43398696890647,0.44,0.042,5.40389738865302e-14
"204","SMOX","Astrocyte","Non-neuronal",1.26495142998578e-18,3.80955060760507,0.58,0.128,6.36030228511151e-14
"205","AASS","Astrocyte","Non-neuronal",1.70857993049893e-18,2.77582185718636,0.8,0.256,8.59091074854168e-14
"206","RGMA","Astrocyte","Non-neuronal",1.75148344719937e-18,4.06719534838003,0.72,0.244,8.80663392086316e-14
"207","ANGPTL4","Astrocyte","Non-neuronal",2.26860470283358e-18,5.64582755120053,0.38,0.109,1.14067713063175e-13
"208","MEIKIN","Astrocyte","Non-neuronal",2.31654667909586e-18,3.33957455156601,0.84,0.58,1.16478283571619e-13
"209","S100A13","Astrocyte","Non-neuronal",3.38926801413241e-18,3.44191344015858,0.54,0.114,1.70415785018592e-13
"210","MT1E","Astrocyte","Non-neuronal",3.6209323688905e-18,2.79327294947072,0.56,0.062,1.82064100440183e-13
"211","GPM6A","Astrocyte","Non-neuronal",3.76268117783405e-18,2.63931877162421,1,0.88,1.89191372302674e-13
"212","SELENBP1","Astrocyte","Non-neuronal",5.70216663474844e-18,3.07994520298876,0.52,0.051,2.86710640561786e-13
"213","C2orf82","Astrocyte","Non-neuronal",8.28232227139393e-18,3.97201875948223,0.52,0.134,4.16443446127958e-13
"214","LOC102724289","Astrocyte","Non-neuronal",1.08096991098065e-17,4.63663710950215,0.48,0.095,5.4352248094018e-13
"215","TRIL","Astrocyte","Non-neuronal",1.12875702498025e-17,4.61206778938043,0.42,0.034,5.67550319730319e-13
"216","PAX6","Astrocyte","Non-neuronal",2.01949004344961e-17,4.68942859634445,0.6,0.102,1.0154197887469e-12
"217","ANKFN1","Astrocyte","Non-neuronal",2.11685707517615e-17,2.56830934289695,0.94,0.606,1.06437690596932e-12
"218","ZNF98","Astrocyte","Non-neuronal",2.41751693997774e-17,4.28469105636044,0.48,0.177,1.21555169259021e-12
"219","NPL","Astrocyte","Non-neuronal",2.56814432932292e-17,2.62267923740531,0.76,0.272,1.29128865022686e-12
"220","LOC101929796","Astrocyte","Non-neuronal",2.63011794382772e-17,3.96136492615384,0.6,0.122,1.32244960333602e-12
"221","CAMK2G","Astrocyte","Non-neuronal",3.21987587651283e-17,2.52077493576803,0.96,0.733,1.61898578946941e-12
"222","SLC25A48","Astrocyte","Non-neuronal",6.64778435459192e-17,4.39539771746807,0.48,0.055,3.34257245133237e-12
"223","ECHDC2","Astrocyte","Non-neuronal",7.17400826032799e-17,2.98604339920691,0.86,0.566,3.60716309337552e-12
"224","SERPINE2","Astrocyte","Non-neuronal",8.15221249309697e-17,2.66976854782437,0.84,0.316,4.09901396365409e-12
"225","SLC15A2","Astrocyte","Non-neuronal",9.57959250821893e-17,2.96475082030917,0.72,0.344,4.81671490905756e-12
