"","gene","subclass_label","class_label","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2687","HMGN2P5","Pericyte","Non-neuronal",0.00745528800449015,2.58291618220431,0.375,0.213,1
"2688","FBXO32","Pericyte","Non-neuronal",0.00797811057016612,3.25165711448089,0.312,0.381,1
"2689","LOC105370214","Pericyte","Non-neuronal",0.0085742588616886,3.38072149591708,0.438,0.412,1
"2690","PSTPIP2","Pericyte","Non-neuronal",0.00880652984009761,2.51888476543909,0.5,0.566,1
"2691","TAC1","PVALB","GABAergic",1.64803817580412e-49,3.79772739873361,0.92,0.049,8.2865007517607e-45
"2692","BTBD11","PVALB","GABAergic",1.78303053897752e-45,4.11485014570149,1,0.452,8.96525585303289e-41
"2693","MYO5B","PVALB","GABAergic",3.17484927417186e-43,4.00946552475028,0.92,0.33,1.59634596354635e-38
"2694","LHX6","PVALB","GABAergic",8.39693922556765e-37,3.15915639176411,0.9,0.094,4.22206501200767e-32
"2695","CNTNAP3","PVALB","GABAergic",1.04347893639914e-35,3.52090085892568,0.96,0.497,5.2467164401085e-31
"2696","SLIT2","PVALB","GABAergic",2.08226082345713e-31,3.35754210321719,1,0.552,1.04698156464248e-26
"2697","ZPBP","PVALB","GABAergic",4.45990808428463e-31,3.07347569196861,0.94,0.886,2.24248638385915e-26
"2698","PVALB","PVALB","GABAergic",1.54966245338651e-30,5.07266621261045,0.66,0.066,7.79185778187273e-26
"2699","CNTNAP3B","PVALB","GABAergic",9.78094975001169e-29,2.93478554909768,0.98,0.503,4.91795934380338e-24
"2700","KCNAB3","PVALB","GABAergic",1.03647174852757e-28,3.12057992540425,0.9,0.202,5.21148359877146e-24
"2701","ANK1","PVALB","GABAergic",8.2750720009923e-28,2.85953859318784,0.98,0.471,4.16078895281894e-23
"2702","LOC101929680","PVALB","GABAergic",6.18669049363491e-27,3.47260113317502,0.78,0.134,3.11072984710457e-22
"2703","CNTNAP3P2","PVALB","GABAergic",1.0535983565274e-26,2.52213707715948,0.98,0.395,5.29759789645541e-22
"2704","ZNF804A","PVALB","GABAergic",1.14980690024794e-26,3.02870724685259,0.94,0.747,5.78134407513668e-22
"2705","FAM19A4","PVALB","GABAergic",1.93741617262576e-25,3.49281638150576,0.84,0.338,9.74152225757961e-21
"2706","ERBB4","PVALB","GABAergic",2.6537563554777e-25,3.15389901371103,1,0.8,1.33433523309774e-20
"2707","VWC2","PVALB","GABAergic",3.62258345032217e-25,2.61069771635488,0.98,0.367,1.82147118465649e-20
"2708","C8orf4","PVALB","GABAergic",4.42372977457206e-24,3.2329782128754,0.72,0.093,2.22429556795258e-19
"2709","SULF1","PVALB","GABAergic",5.32340578553205e-24,3.74451067124009,0.74,0.229,2.67666166302337e-19
"2710","EYS","PVALB","GABAergic",1.52932855910841e-22,2.51589408357634,0.98,0.913,7.689616928053e-18
"2711","C18orf42","PVALB","GABAergic",2.28396361787584e-22,3.87207137028429,0.54,0.05,1.14839974670415e-17
"2712","FBLN7","PVALB","GABAergic",4.36545916538043e-20,2.78457371353041,0.8,0.224,2.19499652294493e-15
"2713","PPARGC1A","PVALB","GABAergic",9.8512649174616e-20,2.55129385147166,1,0.824,4.95331451314887e-15
"2714","CRHBP","PVALB","GABAergic",1.84737595806502e-17,2.94748835037272,0.6,0.109,9.28879105474673e-13
"2715","DUSP10","PVALB","GABAergic",1.37019341800996e-16,2.66764375467293,0.6,0.104,6.88946952509587e-12
"2716","KCNS3","PVALB","GABAergic",1.89835597579586e-16,3.06019331699131,0.54,0.145,9.54512368189915e-12
"2717","LOC101928174","PVALB","GABAergic",1.90846085851996e-15,2.84453060935193,0.6,0.107,9.59593204272424e-11
"2718","OSTN","PVALB","GABAergic",1.77269261158637e-14,3.26001563711083,0.42,0.128,8.91327572031742e-10
"2719","OPRD1","PVALB","GABAergic",1.44918705938715e-13,2.56118316806008,0.76,0.383,7.28665745330453e-09
"2720","GPR149","PVALB","GABAergic",3.03364174268454e-13,3.34383318033867,0.46,0.114,1.52534540463921e-08
"2721","LOC102724973","PVALB","GABAergic",3.68887019960301e-13,3.03060796297466,0.42,0.068,1.85480082506239e-08
"2722","LOC105374527","PVALB","GABAergic",1.79630219782022e-11,2.80543858038842,0.48,0.113,9.03198708085984e-07
"2723","LOC105375147","PVALB","GABAergic",1.67487817533487e-08,3.88886052642176,0.4,0.273,0.000842145495340124
"2724","LOC105374528","PVALB","GABAergic",8.38681367167669e-07,2.79132246962765,0.36,0.13,0.0421697378225575
"2725","SRL","PVALB","GABAergic",9.16013281955589e-06,2.80204263276779,0.4,0.275,0.46058063830009
"2726","PLCH1","SST","GABAergic",1.69001947457082e-53,3.61220340649836,1,0.756,8.49758692008952e-49
"2727","SST","SST","GABAergic",2.93571624851284e-52,6.40031806447275,0.94,0.102,1.47610748691474e-47
"2728","NMU","SST","GABAergic",3.32266866621697e-50,5.85226473237591,0.76,0.231,1.67067103206055e-45
"2729","FLT3","SST","GABAergic",2.30048239845959e-41,4.29421364165125,0.9,0.423,1.15670555476947e-36
"2730","GRIK1","SST","GABAergic",1.00832886406051e-34,4.02332254966844,1,0.613,5.06997836138266e-30
"2731","LOC105377567","SST","GABAergic",4.79003296366226e-33,2.92458623365851,0.98,0.765,2.40847647445902e-28
"2732","COL25A1","SST","GABAergic",3.6543927921613e-30,4.08858672166745,0.86,0.595,1.83746523982662e-25
"2733","PAWR","SST","GABAergic",3.19364942317031e-29,2.769667286861,0.92,0.369,1.60579886646427e-24
"2734","LHX6","SST","GABAergic",1.27845706122931e-28,3.78125169337453,0.78,0.101,6.42820994956707e-24
"2735","TRB","SST","GABAergic",5.85268256522217e-27,3.14082789181257,0.9,0.416,2.94278732061936e-22
"2736","SYNPR","SST","GABAergic",2.41432928453314e-26,2.67651167347171,1,0.617,1.21394890755611e-21
"2737","LOC105372768","SST","GABAergic",5.52499243031197e-26,3.6803442805519,0.76,0.104,2.77802144388516e-21
"2738","KIF26B","SST","GABAergic",6.66792021545511e-26,2.64526427209504,0.98,0.834,3.35269696353298e-21
"2739","ST6GALNAC5","SST","GABAergic",2.2331502787749e-25,2.84081827319119,1,0.548,1.12285029167081e-20
"2740","TRHDE","SST","GABAergic",8.3521322289868e-24,2.82236026994728,1,0.565,4.19953560605685e-19
"2741","MAFB","SST","GABAergic",8.86062046066624e-24,4.31795755833692,0.66,0.084,4.45520857382759e-19
"2742","ELFN1","SST","GABAergic",1.90163988097417e-23,3.50736938569868,0.78,0.228,9.56163548552624e-19
"2743","LOC105377574","SST","GABAergic",3.11372217558686e-23,2.90961412694659,0.94,0.52,1.56561064710683e-18
"2744","SLC9A2","SST","GABAergic",3.9062827289499e-23,3.83759290706998,0.6,0.171,1.9641180189433e-18
"2745","GRIK3","SST","GABAergic",1.23055116917589e-22,2.5729569936438,0.98,0.406,6.18733433373331e-18
"2746","NPAS1","SST","GABAergic",1.33658591066504e-22,2.83186821491429,0.9,0.464,6.72048761741488e-18
"2747","KLF5","SST","GABAergic",1.69028447597151e-22,3.7484224045365,0.6,0.063,8.49891937363233e-18
"2748","SATB1-AS1","SST","GABAergic",1.40560049489064e-20,2.68553185590153,0.92,0.355,7.06749984835962e-16
"2749","GRIN3A","SST","GABAergic",2.60126855482471e-20,2.76886145896605,0.94,0.445,1.30794384205141e-15
"2750","ARX","SST","GABAergic",9.87063701459314e-19,3.12235501272038,0.68,0.13,4.96305499730758e-14
"2751","SAMD5","SST","GABAergic",1.14401550632275e-18,2.57550375748187,0.92,0.603,5.75222436734142e-14
"2752","COL19A1","SST","GABAergic",2.34814161499783e-18,2.88849388456881,0.88,0.466,1.18066908543706e-13
"2753","KCNA3","SST","GABAergic",2.42696657985076e-18,2.77304085504922,0.82,0.276,1.22030306601476e-13
"2754","TRIM67","SST","GABAergic",6.2533760898266e-18,2.84754741130048,0.68,0.185,3.14426003172571e-13
"2755","OPRM1","SST","GABAergic",5.3693645089755e-16,3.68258746214798,0.58,0.289,2.69977016875797e-11
"2756","LOC105376571","SST","GABAergic",5.27200375555276e-15,2.96750093816214,0.56,0.13,2.65081620832948e-10
"2757","LOC105372472","SST","GABAergic",1.45249743465021e-14,2.84343411048589,0.82,0.419,7.3033023511647e-10
"2758","TLL2","SST","GABAergic",3.37971802677768e-14,3.28461181760362,0.38,0.249,1.69935602104409e-09
"2759","LINC00290","SST","GABAergic",3.59360244731984e-14,2.58941921001377,0.84,0.74,1.80689924653689e-09
"2760","TRHDE-AS1","SST","GABAergic",3.92548330708002e-14,2.66011507479903,0.76,0.231,1.9737722616329e-09
"2761","OTOF","SST","GABAergic",5.75364585517002e-14,3.548634015483,0.52,0.167,2.89299067243804e-09
"2762","LOC105377569","SST","GABAergic",8.39204112008236e-14,3.48301390167848,0.54,0.112,4.21960219558861e-09
"2763","LOC105378111","SST","GABAergic",8.43579946772432e-14,3.08470825666337,0.44,0.072,4.24160433036647e-09
"2764","LOC105374122","SST","GABAergic",1.12765377541639e-13,2.50750928123401,0.76,0.312,5.66995594817117e-09
"2765","CCDC109B","SST","GABAergic",1.49742615926717e-13,2.61320886479591,0.8,0.619,7.52920847141127e-09
"2766","RAB3B","SST","GABAergic",6.5493397959067e-13,2.5703659545752,0.76,0.356,3.29307354277985e-08
"2767","CRHBP","SST","GABAergic",1.92594300901768e-12,3.12246407459474,0.5,0.115,9.68383404364179e-08
"2768","LOC105373154","SST","GABAergic",2.92201051358656e-11,3.14236922612472,0.5,0.206,1.46921610633646e-06
"2769","LOC105377568","SST","GABAergic",9.93189803516658e-11,2.8551844164454,0.48,0.102,4.99385765106211e-06
"2770","CORT","SST","GABAergic",1.43425038390687e-10,2.5396882519044,0.48,0.107,7.21155435532212e-06
"2771","ADAMTS20","SST","GABAergic",6.5970803441496e-10,3.2460013017409,0.4,0.26,3.31707796784186e-05
"2772","RBP4","SST","GABAergic",1.48140798744066e-09,3.04605888810812,0.52,0.134,7.44866750165037e-05
"2773","LOC105377989","SST","GABAergic",1.38542624638298e-08,3.12460324505506,0.6,0.25,0.000696606170943825
"2774","MYO5B","SST","GABAergic",1.79131519333567e-08,2.61111110805174,0.58,0.35,0.000900691192361108
"2775","RASGRF2-AS1","SST","GABAergic",1.39173981645263e-07,3.09767545923974,0.42,0.125,0.00699780697110546
"2776","RCAN3","SST","GABAergic",1.39359795020597e-07,2.73288062760109,0.44,0.231,0.00700714985343065
"2777","SLC47A1","SST","GABAergic",1.66330891199976e-07,3.07721351746461,0.5,0.2,0.008363283540426
"2778","ADGRG6","SST","GABAergic",2.67415012781064e-07,2.63486826823259,0.38,0.112,0.0134458942576447
"2779","TAC1","SST","GABAergic",4.13855062637918e-07,2.67489244378483,0.36,0.082,0.0208090464044971
"2780","LINC01492","SST","GABAergic",0.000163791284484636,2.5833524954123,0.36,0.32,1
"2781","VIP","VIP","GABAergic",9.01511308149508e-52,7.64834731481886,0.78,0.049,4.53288900850654e-47
"2782","CHRNA2","VIP","GABAergic",2.73944107432045e-44,6.12242514463207,0.68,0.024,1.37741836657907e-39
"2783","CALB2","VIP","GABAergic",6.03217733900821e-36,6.31806894493651,0.66,0.028,3.03303908782672e-31
"2784","ADARB2","VIP","GABAergic",5.10834164041174e-32,2.76450223110092,1,0.6,2.56852526021543e-27
"2785","CXCL14","VIP","GABAergic",3.50107421311383e-30,2.65295044629611,0.94,0.212,1.76037512509576e-25
"2786","PROX1","VIP","GABAergic",4.83096206315088e-30,3.63381414818155,0.8,0.103,2.42905603497289e-25
"2787","GALNTL6","VIP","GABAergic",2.44017452675197e-28,2.70085268754755,1,0.775,1.22694415379616e-23
"2788","SCG2","VIP","GABAergic",4.81438613133114e-28,3.65262224993167,0.96,0.412,2.42072149069461e-23
"2789","RGS16","VIP","GABAergic",2.8202975287129e-27,4.74500193319517,0.6,0.03,1.41807380041213e-22
"2790","TAC3","VIP","GABAergic",9.14052203434442e-27,6.52255972136146,0.58,0.045,4.59594588408872e-22
"2791","SHISA8","VIP","GABAergic",6.29162521829213e-26,4.79942399963885,0.54,0.03,3.16349207600947e-21
"2792","SYNPR","VIP","GABAergic",8.46739511662386e-26,2.71177297163508,1,0.617,4.25749093858964e-21
"2793","SLC10A4","VIP","GABAergic",1.05136857497662e-25,4.50739442260378,0.6,0.05,5.28638633183993e-21
"2794","NPR3","VIP","GABAergic",1.84078312213157e-24,4.73245884912363,0.52,0.203,9.25564161638974e-20
"2795","LOC105375415","VIP","GABAergic",2.47888609246321e-24,2.6122166012036,0.84,0.159,1.24640871615142e-19
"2796","PTHLH","VIP","GABAergic",4.36278634453291e-24,5.1458908303453,0.56,0.091,2.19365260189459e-19
"2797","DLX6-AS1","VIP","GABAergic",1.16983245971966e-23,2.79333748246461,0.88,0.237,5.88203459071643e-19
"2798","ASIC4","VIP","GABAergic",3.73990554990872e-23,3.35554001419478,0.68,0.103,1.88046190954961e-18
"2799","LOC105373642","VIP","GABAergic",1.07511519377498e-22,3.61907402412779,0.7,0.222,5.40578670581999e-18
"2800","IQGAP2","VIP","GABAergic",1.08014833715901e-21,3.2989753235105,0.64,0.537,5.43109385406921e-17
"2801","THSD7B","VIP","GABAergic",2.00335020860534e-21,3.96256483850489,0.86,0.716,1.00730451838885e-16
"2802","GPR149","VIP","GABAergic",2.70800368800486e-21,4.17690984419285,0.58,0.107,1.36161133436572e-16
"2803","COL21A1","VIP","GABAergic",3.12105681517249e-21,2.60311462623609,0.88,0.451,1.56929857723688e-16
"2804","THSD7A","VIP","GABAergic",1.19422209160741e-20,2.5983943305403,0.96,0.598,6.00466809881122e-16
"2805","DLX1","VIP","GABAergic",2.27808856368142e-20,2.79953024894109,0.74,0.135,1.14544571070466e-15
"2806","PROX1-AS1","VIP","GABAergic",6.36861316895449e-20,3.20320795416537,0.6,0.123,3.20220238748201e-15
"2807","LOC105373643","VIP","GABAergic",1.99989032449157e-19,3.15282595457543,0.54,0.053,1.00556485405761e-14
"2808","C8orf34","VIP","GABAergic",2.64748800401674e-19,2.62797624011619,0.96,0.674,1.33118344329966e-14
"2809","RGS8","VIP","GABAergic",5.48351093028121e-19,4.43641509575049,0.56,0.144,2.7571641308547e-14
"2810","IGF1","VIP","GABAergic",8.46022472239145e-17,2.7910109096386,0.74,0.225,4.25388559266565e-12
"2811","PPP1R1C","VIP","GABAergic",1.33103164301074e-16,3.50101499673493,0.56,0.324,6.69256020422232e-12
"2812","ADRA1B","VIP","GABAergic",6.29877320305303e-16,2.65570365124021,0.76,0.286,3.16708615422709e-11
"2813","INHBA-AS1","VIP","GABAergic",7.43897965457374e-16,3.55367759335425,0.6,0.125,3.74039336011622e-11
"2814","KMO","VIP","GABAergic",1.73651654924701e-15,4.31837157117503,0.52,0.14,8.7313788612689e-11
"2815","SLC32A1","VIP","GABAergic",5.35402625577444e-14,2.73990474361798,0.58,0.109,2.69205794166595e-09
"2816","LYPD6B","VIP","GABAergic",5.47708679418821e-14,3.28267062423882,0.62,0.193,2.75393401098578e-09
"2817","ELFN1","VIP","GABAergic",1.70520054980835e-13,2.6739287545048,0.58,0.24,8.57391888449135e-09
"2818","SLC22A3","VIP","GABAergic",2.20399887291598e-13,3.20388033916495,0.46,0.085,1.10819267329089e-08
"2819","DACH2","VIP","GABAergic",4.58640902274051e-13,3.14921956097952,0.76,0.587,2.30609232072416e-08
"2820","PCDH8","VIP","GABAergic",1.27517876642099e-12,2.88817329376637,0.54,0.119,6.41172635544139e-08
"2821","RXRG","VIP","GABAergic",2.13171794926785e-11,3.06019832298961,0.42,0.06,1.07184910207137e-06
"2822","CRH","VIP","GABAergic",3.65853597991383e-11,2.82414561015147,0.5,0.102,1.83954847606048e-06
"2823","LRRC2","VIP","GABAergic",1.14031746741346e-10,3.00836213920545,0.5,0.192,5.73363025790163e-06
"2824","VGF","VIP","GABAergic",3.42568981227604e-10,3.04823411588994,0.48,0.241,1.72247109451052e-05
"2825","SCN5A","VIP","GABAergic",4.67973468586781e-10,2.95947144007989,0.36,0.202,2.3530173974012e-05
"2826","NDST4","VIP","GABAergic",4.91912226859743e-10,3.04783448408013,0.56,0.289,2.47338386787347e-05
"2827","LOC101928842","VIP","GABAergic",6.35955657586823e-10,3.2909506232491,0.5,0.211,3.19764864191231e-05
"2828","TP53I11","VIP","GABAergic",1.24780885313293e-09,2.92713982433072,0.4,0.075,6.2741076944377e-05
"2829","LOC101928989","VIP","GABAergic",6.47872083936191e-09,2.82419531880436,0.7,0.546,0.000325756562523956
"2830","SNX29P2","VIP","GABAergic",1.31592691257867e-08,2.58738766655023,0.44,0.178,0.00066166121091368
"2831","IGSF3","VIP","GABAergic",1.0724808919742e-07,2.60053333535194,0.4,0.171,0.00539254117293549
"2832","PTGFR","VIP","GABAergic",1.71315533922487e-07,2.62643320088944,0.36,0.102,0.00861391636115654
"2833","SYT10","VIP","GABAergic",2.39707989274302e-07,2.89224923945382,0.44,0.217,0.0120527574087012
"2834","LOC105377885","VIP","GABAergic",2.0322150066248e-06,2.74720609034953,0.52,0.338,0.102181802748102
"2835","CCNG2","VIP","GABAergic",6.14326719994397e-06,2.71732914348031,0.4,0.202,0.308889618080383
"2836","LOC105372733","VIP","GABAergic",7.25121131591007e-06,2.56326848254548,0.74,0.572,0.364598156175274
"2837","CD163L1","VIP","GABAergic",1.22738447255082e-05,2.85092133607009,0.62,0.438,0.617141186643277
"2838","KCNG2","VIP","GABAergic",2.14215941776399e-05,2.53859160171912,0.46,0.223,1
"2839","LOC105378976","VIP","GABAergic",3.73654048184428e-05,2.72871055839629,0.4,0.212,1
"2840","LOC101927960","VIP","GABAergic",5.11281328490097e-05,3.17143838260382,0.72,0.49,1
"2841","LOC101927421","VIP","GABAergic",0.000310182104059789,2.7931282724121,0.5,0.34,1
"2842","ABI3BP","VIP","GABAergic",0.000851906488454538,3.24458192755733,0.38,0.301,1
"2843","LOC101927502","VIP","GABAergic",0.00877487865752151,3.25505278412196,0.5,0.508,1
"2844","GPC3","VLMC","Non-neuronal",2.16023698386083e-39,6.7294351058398,1,0.544,1.08618875785506e-34
"2845","C7","VLMC","Non-neuronal",2.87688411914818e-37,6.99103564036625,0.909,0.374,1.4465261039489e-32
"2846","LOC105377979","VLMC","Non-neuronal",1.67247234162499e-36,7.27395049130176,0.818,0.213,8.40935818092459e-32
"2847","ADAMTS12","VLMC","Non-neuronal",1.14069073919142e-32,7.81112502663342,1,0.378,5.73550710572837e-28
"2848","LOC102724210","VLMC","Non-neuronal",2.09405225150098e-29,7.98215689906058,0.727,0.345,1.05291041257721e-24
"2849","LAMC3","VLMC","Non-neuronal",1.17476034777075e-26,6.39352069337944,1,0.31,5.90681250462611e-22
"2850","LINC01088","VLMC","Non-neuronal",2.1928606299427e-26,6.32989378800024,1,0.336,1.10259225334149e-21
"2851","LOC105378145","VLMC","Non-neuronal",1.01888290664079e-25,8.17758411150906,0.636,0.13,5.12304514288058e-21
"2852","SLC16A12","VLMC","Non-neuronal",2.69498917733923e-25,6.4992648871326,0.818,0.138,1.35506750825794e-20
"2853","COL15A1","VLMC","Non-neuronal",1.63788402785634e-24,7.91919682147838,1,0.096,8.23544468046446e-20
"2854","FLVCR2","VLMC","Non-neuronal",7.76672557795029e-23,7.9176263597338,0.909,0.105,3.90518728784919e-18
"2855","COLEC12","VLMC","Non-neuronal",4.85545808583022e-22,5.47420177783736,1,0.295,2.44137288013629e-17
"2856","KCNK17","VLMC","Non-neuronal",3.84499812028356e-21,8.15193621323885,0.727,0.025,1.93330350485977e-16
"2857","LOC102467224","VLMC","Non-neuronal",2.74329873581292e-20,5.33330773013376,1,0.447,1.3793580373541e-15
"2858","FBLN1","VLMC","Non-neuronal",2.18022087337243e-19,5.53776258734261,1,0.286,1.09623685734039e-14
"2859","TBX18","VLMC","Non-neuronal",6.11819637156872e-19,6.63859633179084,1,0.041,3.07629031758847e-14
"2860","ABCA9","VLMC","Non-neuronal",1.63090022722376e-17,5.61254821420733,1,0.505,8.20032943250381e-13
"2861","ITIH5","VLMC","Non-neuronal",3.72974737893697e-17,4.09736853760846,1,0.499,1.8753542796033e-12
"2862","IQGAP2","VLMC","Non-neuronal",1.65087926154839e-16,5.11639349253875,0.909,0.539,8.30078601499147e-12
"2863","ITIH2","VLMC","Non-neuronal",3.8476753940811e-16,5.60832989580374,0.909,0.378,1.93464966489792e-11
"2864","SCN4A","VLMC","Non-neuronal",4.48890746002897e-16,5.29569828527606,0.364,0.088,2.25706755997717e-11
"2865","WWTR1","VLMC","Non-neuronal",4.94135640369382e-16,4.29454493856375,1,0.635,2.48456341334129e-11
"2866","ABCA8","VLMC","Non-neuronal",5.46630066755187e-16,5.41711041837145,1,0.187,2.74851063865176e-11
"2867","SVIL","VLMC","Non-neuronal",1.09403266011308e-15,4.39367405469334,1,0.69,5.50090561831457e-11
"2868","COL6A3","VLMC","Non-neuronal",2.4856102077951e-15,7.43462622320989,0.727,0.056,1.24978966858146e-10
"2869","SRPX2","VLMC","Non-neuronal",3.38973779937441e-15,5.96557124008446,0.909,0.045,1.70439406290345e-10
"2870","LOC105379082","VLMC","Non-neuronal",4.81470740658565e-15,5.27585751685333,1,0.353,2.42088303110533e-10
"2871","LAMA2","VLMC","Non-neuronal",1.02395747274876e-14,4.85143469187217,1,0.624,5.14856056872805e-10
"2872","TNFRSF19","VLMC","Non-neuronal",1.41415450338596e-14,5.48918959285259,1,0.259,7.11051025847495e-10
"2873","COL1A2","VLMC","Non-neuronal",2.51245114632135e-14,5.747496669797,0.909,0.035,1.26328556088184e-09
"2874","COL4A6","VLMC","Non-neuronal",3.47020470977969e-14,6.28837901434279,0.455,0.251,1.74485363012433e-09
"2875","COL13A1","VLMC","Non-neuronal",6.98365603211797e-14,6.38933614737916,0.727,0.13,3.51145208950923e-09
"2876","KIAA1755","VLMC","Non-neuronal",9.05218476663352e-14,4.94444517793753,1,0.156,4.551529022511e-09
"2877","LOC105375920","VLMC","Non-neuronal",1.82571675551047e-13,4.97496536864275,0.727,0.281,9.17988641838221e-09
"2878","F13A1","VLMC","Non-neuronal",2.94460077723274e-13,6.07836034014047,0.636,0.305,1.48057471680039e-08
"2879","COL3A1","VLMC","Non-neuronal",3.26993334788423e-13,5.90635770337824,0.818,0.018,1.64415518664967e-08
"2880","NKD1","VLMC","Non-neuronal",5.6432158220511e-13,5.63394434940571,1,0.116,2.83746534748551e-08
"2881","OGN","VLMC","Non-neuronal",1.8538722846666e-12,7.35532275027443,0.545,0.041,9.32145523453213e-08
"2882","KREMEN1","VLMC","Non-neuronal",2.2043995141006e-12,4.92085365306313,0.818,0.37,1.10839411968492e-07
"2883","FBLN2","VLMC","Non-neuronal",2.40069034960782e-12,5.40901237721364,0.818,0.13,1.20709111468631e-07
"2884","ABCA4","VLMC","Non-neuronal",2.47911508075098e-12,6.40607411929295,0.636,0.096,1.2465238537524e-07
"2885","WDR86","VLMC","Non-neuronal",2.64663949049661e-12,7.24585307556728,0.727,0.076,1.3307568022166e-07
"2886","CYP1B1","VLMC","Non-neuronal",3.41237562194044e-12,7.68816914452478,0.727,0.041,1.71577658646787e-07
"2887","VIT","VLMC","Non-neuronal",3.48440075143218e-12,5.31541183460622,0.727,0.17,1.75199154182761e-07
"2888","COL4A5","VLMC","Non-neuronal",4.81808328387697e-12,4.139071950529,1,0.356,2.42258045596618e-07
"2889","SLC7A11","VLMC","Non-neuronal",4.88977454001596e-12,4.91617761980325,1,0.215,2.45862753646542e-07
"2890","ROR2","VLMC","Non-neuronal",8.49292149646348e-12,6.06637644275162,0.636,0.452,4.2703258576368e-07
"2891","NID1","VLMC","Non-neuronal",1.15549285427526e-11,4.80152486344384,0.727,0.285,5.80993362058142e-07
"2892","LOC101927525","VLMC","Non-neuronal",1.2075089954782e-11,6.57141523660819,0.364,0.075,6.07147598016394e-07
"2893","LAMC1","VLMC","Non-neuronal",1.44150808861769e-11,4.69935361821412,1,0.488,7.24804682037858e-07
"2894","AKR1C2","VLMC","Non-neuronal",1.75844209673493e-11,5.32902739398275,0.909,0.172,8.84162270659291e-07
"2895","RNF220","VLMC","Non-neuronal",1.77367300760047e-11,3.51703347948141,1,0.69,8.91820524951594e-07
"2896","AHNAK","VLMC","Non-neuronal",1.9569282632655e-11,3.66638517425611,0.727,0.493,9.83963100052527e-07
"2897","COL5A1","VLMC","Non-neuronal",2.95179003431466e-11,5.84201231322651,0.727,0.143,1.48418954715376e-06
"2898","UACA","VLMC","Non-neuronal",3.09822156098465e-11,4.18732252351458,1,0.28,1.55781678307869e-06
"2899","KANK2","VLMC","Non-neuronal",4.48248509038141e-11,3.82361498532671,1,0.336,2.25383832829468e-06
"2900","TGFBR3","VLMC","Non-neuronal",4.56722421774122e-11,3.90075370479745,1,0.532,2.29644600892246e-06
"2901","LOC105376481","VLMC","Non-neuronal",5.45968890993479e-11,6.07406487525888,0.636,0.221,2.74518618080431e-06
"2902","ABCA10","VLMC","Non-neuronal",5.81188131046275e-11,4.39871940753203,1,0.583,2.92227204171378e-06
"2903","TPCN1","VLMC","Non-neuronal",1.3158690030775e-10,3.90874890683507,1,0.541,6.61632093437398e-06
"2904","CYTL1","VLMC","Non-neuronal",1.34840339021158e-10,7.13055981811303,0.636,0.011,6.77990708632286e-06
"2905","PLEKHG1","VLMC","Non-neuronal",1.62087448235161e-10,3.62414878937544,1,0.609,8.14991898471211e-06
"2906","MYOF","VLMC","Non-neuronal",2.58824439401083e-10,3.13332386095378,0.909,0.497,1.30139516375259e-05
"2907","ABCA6","VLMC","Non-neuronal",2.7882092344848e-10,4.60137288188398,1,0.468,1.4019394851913e-05
"2908","SLC6A20","VLMC","Non-neuronal",2.81596839342115e-10,6.42353670940797,0.545,0.045,1.41589706789609e-05
"2909","COL1A1","VLMC","Non-neuronal",4.61563149175759e-10,5.93263227977133,0.545,0.034,2.32078567037063e-05
"2910","NR2F2-AS1","VLMC","Non-neuronal",4.80459736928095e-10,4.0983139052456,1,0.312,2.41579960324815e-05
"2911","ARHGAP29","VLMC","Non-neuronal",5.59982731275105e-10,4.21767720589758,1,0.347,2.81564917112435e-05
"2912","PRRX1","VLMC","Non-neuronal",6.14934399016472e-10,3.93576486060864,1,0.224,3.09195165169472e-05
"2913","ALDH1A2","VLMC","Non-neuronal",7.6398587992594e-10,5.27704607675616,0.818,0.19,3.84139740285562e-05
"2914","FAM180A","VLMC","Non-neuronal",9.89582964793692e-10,6.51930136356325,0.455,0.066,4.97572210527916e-05
"2915","ANO2","VLMC","Non-neuronal",1.54938761843065e-09,3.70386959858031,0.909,0.238,7.79047588423116e-05
"2916","EDN3","VLMC","Non-neuronal",1.62839469742679e-09,4.01051021205234,0.727,0.04,8.18773137813165e-05
"2917","MRC2","VLMC","Non-neuronal",1.78680503703921e-09,3.72371907846269,1,0.307,8.98423440673687e-05
"2918","PDGFRA","VLMC","Non-neuronal",1.95747500737124e-09,3.23003794315667,1,0.279,9.84238008456334e-05
"2919","SSC5D","VLMC","Non-neuronal",2.00120377311629e-09,5.81962654958606,0.636,0.126,0.00010062252691606
"2920","LOC105377862","VLMC","Non-neuronal",2.07700228329535e-09,4.69441360455068,0.727,0.446,0.000104433751806373
"2921","COL18A1","VLMC","Non-neuronal",2.90696942235147e-09,4.250281318991,1,0.27,0.000146165329525254
"2922","TPM1","VLMC","Non-neuronal",3.19339007267841e-09,3.50258937188226,1,0.634,0.000160566846244343
"2923","SEMA5A","VLMC","Non-neuronal",3.3267901054255e-09,3.47161140563004,1,0.559,0.0001672743332909
"2924","ZIC4","VLMC","Non-neuronal",3.49277363265593e-09,4.45793240993282,0.727,0.036,0.000175620151023573
"2925","LSP1","VLMC","Non-neuronal",4.23087430402997e-09,3.88676686032265,0.364,0.161,0.000212732590880931
"2926","COL6A2","VLMC","Non-neuronal",4.31845130832222e-09,3.97402387692569,0.727,0.043,0.00021713605023375
